Timestamp,Instrument,Direction,Score,Signal,Trend,ADX,ATR_Percentile,Breakout,Strike,Bid,Result,Notes
2026-05-31 21:45:01,EURGBP,SELL,-7,STRONG SELL,DOWN,33,45,NONE,9,0.86617,,
2026-05-31 21:45:01,EURUSD,SELL,-7,STRONG SELL,UP,16,43,DOWN,9,1.16546,,
2026-05-31 21:45:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-06-01 00:15:00,AUDJPY,BUY,+7,STRONG BUY,UP,41,58,NONE,9,114.38400,,
2026-06-01 01:15:00,AUDUSD,BUY,+6,STRONG BUY,UP,38,63,NONE,9,0.71823,,
2026-06-01 02:15:00,USDJPY,BUY,+7,STRONG BUY,UP,34,72,NONE,9,159.40800,,
2026-06-01 03:15:00,AUDJPY,BUY,+10,STRONG BUY,UP,38,67,UP,9,114.54800,,
2026-06-01 05:30:00,AUDJPY,BUY,+7,STRONG BUY,UP,39,58,NONE,9,114.56000,,
2026-06-01 11:15:00,EURGBP,SELL,-6,STRONG SELL,DOWN,49,50,NONE,9,0.86521,,
2026-06-01 16:15:00,EURGBP,SELL,-6,STRONG SELL,DOWN,47,61,NONE,9,0.86540,,
2026-06-01 20:00:00,EURJPY,BUY,+7,STRONG BUY,UP,26,72,UP,16,185.72700,,
2026-06-02 02:45:00,USDJPY,BUY,+8,STRONG BUY,UP,44,40,UP,9,159.69400,,
2026-06-02 03:15:00,AUDUSD,BUY,+7,STRONG BUY,FLAT,23,53,UP,9,0.71659,,
2026-06-02 08:45:00,AUDUSD,BUY,+7,STRONG BUY,FLAT,19,42,UP,11,0.71747,,
2026-06-02 09:15:00,AUDJPY,BUY,+6,STRONG BUY,FLAT,16,59,UP,12,114.68800,,
2026-06-02 09:15:00,GBPAUD,SELL,-7,STRONG SELL,FLAT,48,47,DOWN,19,1.87616,,
2026-06-02 09:45:00,GBPJPY,BUY,+6,BUY,UP,25,52,NONE,22,215.22100,,
2026-06-02 11:15:00,EURGBP,SELL,-7,STRONG SELL,DOWN,44,54,NONE,9,0.86444,,
2026-06-02 11:30:00,USDCAD,BUY,+9,STRONG BUY,UP,30,49,UP,9,1.38516,,
2026-06-02 12:15:00,GBPCAD,BUY,+7,STRONG BUY,UP,21,45,UP,24,1.86591,,
2026-06-02 15:15:00,CADJPY,BUY,+7,STRONG BUY,FLAT,19,59,UP,11,115.52400,,
2026-06-02 15:45:00,GBPCHF,BUY,+10,STRONG BUY,UP,37,63,UP,9,1.05889,,
2026-06-02 16:15:00,AUDJPY,BUY,+6,BUY,UP,24,46,NONE,12,114.70700,,
2026-06-02 16:15:00,EURGBP,SELL,-6,STRONG SELL,DOWN,38,53,NONE,9,0.86426,,
2026-06-02 16:15:00,EURJPY,BUY,+6,BUY,UP,23,68,NONE,16,186.07900,,
2026-06-02 16:45:00,GBPUSD,BUY,+8,STRONG BUY,UP,19,72,UP,19,1.34784,,
2026-06-02 17:00:00,AUDUSD,BUY,+8,STRONG BUY,UP,23,72,UP,10,0.71845,,
2026-06-02 17:15:00,USDJPY,BUY,+8,STRONG BUY,UP,35,53,UP,9,159.87700,,
2026-06-02 19:45:00,GBPCHF,BUY,+8,STRONG BUY,UP,36,64,UP,10,1.06040,,
2026-06-02 20:15:00,EURUSD,SELL,-6,STRONG SELL,DOWN,21,76,DOWN,14,1.16183,,
2026-06-02 20:15:00,USDJPY,BUY,+8,STRONG BUY,UP,39,41,UP,9,159.97300,,
2026-06-02 23:15:00,EURGBP,SELL,-7,STRONG SELL,DOWN,41,43,NONE,9,0.86329,,
2026-06-02 23:30:00,USDCAD,BUY,+6,BUY,UP,24,62,NONE,14,1.38362,,
2026-06-03 01:45:00,GBPCHF,BUY,+8,STRONG BUY,UP,32,53,UP,10,1.06036,,
2026-06-03 03:30:00,GBPUSD,BUY,+7,STRONG BUY,UP,23,47,UP,16,1.34671,,
2026-06-03 08:45:00,EURUSD,SELL,-7,STRONG SELL,DOWN,31,56,NONE,9,1.16143,,
2026-06-03 09:30:00,USDJPY,BUY,+7,STRONG BUY,UP,30,71,NONE,9,159.95700,,
2026-06-03 09:45:00,EURGBP,SELL,-10,STRONG SELL,DOWN,37,45,DOWN,9,0.86324,,
2026-06-03 14:45:00,USDCAD,BUY,+7,STRONG BUY,UP,17,70,UP,15,1.38643,,
2026-06-03 15:00:00,EURUSD,SELL,-6,STRONG SELL,DOWN,36,77,NONE,11,1.16004,,
2026-06-03 16:30:00,USDJPY,BUY,+6,STRONG BUY,UP,32,76,NONE,14,159.97400,,
2026-06-03 19:15:01,USDJPY,BUY,+6,BUY,UP,29,77,NONE,17,160.01000,,
2026-06-03 20:15:00,USDCAD,BUY,+8,STRONG BUY,UP,29,78,UP,14,1.38987,,
2026-06-04 02:15:00,GBPUSD,SELL,-6,STRONG SELL,DOWN,33,48,NONE,14,1.34263,,
2026-06-04 10:15:00,EURGBP,SELL,-7,STRONG SELL,FLAT,21,44,DOWN,9,0.86423,,
2026-06-04 10:45:00,EURUSD,SELL,-6,SELL,DOWN,24,65,NONE,13,1.16075,,
2026-06-04 12:15:00,EURJPY,BUY,+6,STRONG BUY,FLAT,34,64,UP,16,185.91800,,
2026-06-04 13:15:00,GBPJPY,BUY,+6,STRONG BUY,FLAT,34,49,UP,20,215.01200,,
2026-06-04 13:15:00,GBPUSD,BUY,+6,STRONG BUY,FLAT,22,55,UP,17,1.34514,,
2026-06-04 15:45:00,AUDJPY,BUY,+6,STRONG BUY,FLAT,39,72,UP,11,114.22000,,
2026-06-04 15:45:00,GBPNZD,SELL,-7,STRONG SELL,FLAT,23,59,DOWN,31,2.28584,,
2026-06-04 16:30:00,USDJPY,BUY,+8,STRONG BUY,UP,37,66,UP,12,159.94300,,
2026-06-04 17:45:00,GBPUSD,SELL,-6,STRONG SELL,DOWN,21,60,DOWN,22,1.34310,,
2026-06-04 19:45:00,GBPUSD,SELL,-6,SELL,DOWN,19,49,DOWN,21,1.34295,,
2026-06-04 21:15:01,USDCAD,BUY,+9,STRONG BUY,UP,29,50,UP,15,1.39026,,
2026-06-05 09:45:00,AUDJPY,BUY,+6,STRONG BUY,FLAT,23,47,UP,14,114.06500,,
2026-06-05 11:30:00,CADJPY,BUY,+7,STRONG BUY,FLAT,27,61,UP,11,115.22500,,
2026-06-05 12:15:00,EURGBP,SELL,-6,STRONG SELL,FLAT,15,78,DOWN,9,0.86419,,
2026-06-05 12:30:00,AUDUSD,BUY,+6,STRONG BUY,FLAT,28,66,UP,10,0.71423,,
2026-06-05 12:30:00,EURCAD,BUY,+6,STRONG BUY,UP,27,64,NONE,13,1.61500,,
2026-06-05 20:30:01,USDCAD,BUY,+7,STRONG BUY,UP,24,74,UP,18,1.39458,,
2026-06-05 23:00:01,EURCAD,SELL,-10,STRONG SELL,DOWN,38,57,DOWN,18,1.60507,,
2026-06-05 23:00:01,EURGBP,SELL,-10,STRONG SELL,DOWN,30,44,DOWN,9,0.86336,,
2026-06-06 01:00:01,EURCAD,SELL,-10,STRONG SELL,DOWN,41,57,DOWN,15,1.60507,,
2026-06-06 01:00:01,EURGBP,SELL,-10,STRONG SELL,DOWN,32,44,DOWN,9,0.86336,,
2026-06-06 03:15:02,EURCAD,SELL,-10,STRONG SELL,DOWN,44,57,DOWN,13,1.60507,,
2026-06-06 03:15:02,EURGBP,SELL,-10,STRONG SELL,DOWN,33,44,DOWN,9,0.86336,,
2026-06-06 05:30:02,EURCAD,SELL,-10,STRONG SELL,DOWN,46,57,DOWN,11,1.60507,,
2026-06-06 05:30:02,EURGBP,SELL,-10,STRONG SELL,DOWN,34,44,DOWN,9,0.86336,,
2026-06-06 07:45:01,EURCAD,SELL,-10,STRONG SELL,DOWN,48,57,DOWN,10,1.60507,,
2026-06-06 07:45:01,EURGBP,SELL,-10,STRONG SELL,DOWN,36,44,DOWN,9,0.86336,,
2026-06-06 10:00:01,EURCAD,SELL,-10,STRONG SELL,DOWN,50,57,DOWN,9,1.60507,,
2026-06-06 10:00:01,EURGBP,SELL,-10,STRONG SELL,DOWN,37,44,DOWN,9,0.86336,,
2026-06-06 12:15:01,EURCAD,SELL,-10,STRONG SELL,DOWN,51,57,DOWN,9,1.60507,,
2026-06-06 12:15:01,EURGBP,SELL,-10,STRONG SELL,DOWN,38,44,DOWN,9,0.86336,,
2026-06-06 14:30:01,EURCAD,SELL,-10,STRONG SELL,DOWN,53,57,DOWN,9,1.60507,,
2026-06-06 14:30:01,EURGBP,SELL,-10,STRONG SELL,DOWN,38,44,DOWN,9,0.86336,,
2026-06-06 16:30:01,EURCAD,SELL,-10,STRONG SELL,DOWN,54,57,DOWN,9,1.60507,,
2026-06-06 16:30:02,EURGBP,SELL,-10,STRONG SELL,DOWN,39,44,DOWN,9,0.86336,,
2026-06-06 18:45:01,EURCAD,SELL,-10,STRONG SELL,DOWN,54,57,DOWN,9,1.60507,,
2026-06-06 18:45:01,EURGBP,SELL,-10,STRONG SELL,DOWN,39,44,DOWN,9,0.86336,,
2026-06-06 20:45:01,EURCAD,SELL,-10,STRONG SELL,DOWN,55,57,DOWN,9,1.60507,,
2026-06-06 20:45:01,EURGBP,SELL,-10,STRONG SELL,DOWN,40,44,DOWN,9,0.86336,,
2026-06-06 23:00:01,EURCAD,SELL,-10,STRONG SELL,DOWN,56,57,DOWN,9,1.60507,,
2026-06-06 23:00:01,EURGBP,SELL,-10,STRONG SELL,DOWN,40,44,DOWN,9,0.86336,,
2026-06-07 01:00:01,EURCAD,SELL,-10,STRONG SELL,DOWN,57,57,DOWN,9,1.60507,,
2026-06-07 01:00:01,EURGBP,SELL,-10,STRONG SELL,DOWN,40,44,DOWN,9,0.86336,,
2026-06-07 03:15:01,EURCAD,SELL,-10,STRONG SELL,DOWN,57,57,DOWN,9,1.60507,,
2026-06-07 03:15:01,EURGBP,SELL,-10,STRONG SELL,DOWN,41,44,DOWN,9,0.86336,,
2026-06-07 05:15:01,EURCAD,SELL,-10,STRONG SELL,DOWN,57,57,DOWN,9,1.60507,,
2026-06-07 05:15:01,EURGBP,SELL,-10,STRONG SELL,DOWN,41,44,DOWN,9,0.86336,,
2026-06-07 07:15:01,EURCAD,SELL,-10,STRONG SELL,DOWN,58,57,DOWN,9,1.60507,,
2026-06-07 07:15:01,EURGBP,SELL,-10,STRONG SELL,DOWN,41,44,DOWN,9,0.86336,,
2026-06-07 09:30:01,EURCAD,SELL,-10,STRONG SELL,DOWN,58,57,DOWN,9,1.60507,,
2026-06-07 09:30:01,EURGBP,SELL,-10,STRONG SELL,DOWN,41,44,DOWN,9,0.86336,,
2026-06-07 11:30:01,EURCAD,SELL,-10,STRONG SELL,DOWN,58,57,DOWN,9,1.60507,,
2026-06-07 11:30:01,EURGBP,SELL,-10,STRONG SELL,DOWN,41,44,DOWN,9,0.86336,,
2026-06-07 13:45:01,EURCAD,SELL,-10,STRONG SELL,DOWN,58,57,DOWN,9,1.60507,,
2026-06-07 13:45:01,EURGBP,SELL,-10,STRONG SELL,DOWN,42,44,DOWN,9,0.86336,,
2026-06-07 16:00:01,EURCAD,SELL,-10,STRONG SELL,DOWN,59,57,DOWN,9,1.60507,,
2026-06-07 16:00:01,EURGBP,SELL,-10,STRONG SELL,DOWN,42,44,DOWN,9,0.86336,,
2026-06-07 18:15:01,EURCAD,SELL,-10,STRONG SELL,DOWN,59,57,DOWN,9,1.60507,,
2026-06-07 18:15:01,EURGBP,SELL,-10,STRONG SELL,DOWN,42,44,DOWN,9,0.86336,,
2026-06-07 23:15:00,EURCAD,SELL,-8,STRONG SELL,DOWN,61,67,DOWN,9,1.60295,,
2026-06-08 00:15:00,USDCHF,BUY,+10,STRONG BUY,UP,55,77,UP,9,0.79680,,
2026-06-08 00:15:01,USDJPY,BUY,+7,STRONG BUY,UP,9,78,UP,9,160.32800,,
2026-06-08 02:45:00,AUDJPY,BUY,+6,STRONG BUY,FLAT,67,67,UP,9,113.08300,,
2026-06-08 02:45:00,AUDUSD,BUY,+7,STRONG BUY,FLAT,68,52,UP,9,0.70545,,
2026-06-08 04:15:00,GBPUSD,SELL,-7,STRONG SELL,DOWN,49,67,NONE,9,1.33322,,
2026-06-08 04:15:00,USDCHF,BUY,+9,STRONG BUY,UP,44,60,UP,9,0.79771,,
2026-06-08 09:45:00,GBPCHF,BUY,+7,STRONG BUY,UP,17,48,UP,11,1.06360,,
2026-06-08 11:00:00,USDCHF,BUY,+8,STRONG BUY,UP,32,79,UP,9,0.79808,,
2026-06-08 12:45:00,AUDUSD,BUY,+7,STRONG BUY,FLAT,39,80,UP,9,0.70605,,
2026-06-08 13:15:00,EURGBP,SELL,-7,STRONG SELL,FLAT,46,68,DOWN,9,0.86326,,
2026-06-08 23:45:00,EURCAD,BUY,+7,STRONG BUY,UP,28,51,NONE,16,1.60874,,
2026-06-09 01:30:02,USDCAD,BUY,+7,STRONG BUY,UP,24,45,UP,14,1.39558,,
2026-06-09 07:45:00,GBPNZD,SELL,-9,STRONG SELL,DOWN,24,62,DOWN,36,2.28920,,
2026-06-09 08:15:00,EURAUD,SELL,-7,STRONG SELL,FLAT,18,40,DOWN,29,1.63437,,
2026-06-09 10:15:00,EURGBP,SELL,-7,STRONG SELL,FLAT,31,47,DOWN,9,0.86297,,
2026-06-09 12:30:00,AUDUSD,BUY,+6,STRONG BUY,FLAT,16,52,UP,16,0.70573,,
2026-06-09 12:45:00,GBPJPY,BUY,+6,BUY,UP,19,68,UP,33,214.56600,,
2026-06-09 13:00:00,EURGBP,SELL,-6,STRONG SELL,DOWN,35,69,NONE,9,0.86334,,
2026-06-09 16:15:00,EURGBP,SELL,-6,STRONG SELL,DOWN,36,57,NONE,9,0.86314,,
2026-06-09 20:45:00,EURGBP,SELL,-8,STRONG SELL,DOWN,40,78,DOWN,9,0.86265,,
2026-06-09 20:45:01,GBPCHF,BUY,+7,STRONG BUY,UP,25,51,UP,12,1.06809,,
2026-06-09 23:15:00,EURGBP,SELL,-7,STRONG SELL,DOWN,43,41,NONE,9,0.86242,,
2026-06-09 23:15:00,GBPCHF,BUY,+7,STRONG BUY,UP,30,56,NONE,12,1.06817,,
2026-06-10 02:15:00,AUDJPY,BUY,+7,STRONG BUY,DOWN,16,79,UP,17,112.75200,,
2026-06-10 11:45:00,CADJPY,BUY,+8,STRONG BUY,UP,22,62,UP,11,115.21000,,
2026-06-10 11:45:00,EURGBP,SELL,-7,STRONG SELL,DOWN,45,65,NONE,9,0.86269,,
2026-06-10 11:45:00,EURJPY,BUY,+6,STRONG BUY,UP,15,79,UP,23,185.41400,,
2026-06-10 15:15:00,EURGBP,SELL,-6,STRONG SELL,DOWN,41,77,NONE,9,0.86246,,
2026-06-11 02:30:00,AUDJPY,BUY,+7,STRONG BUY,DOWN,14,52,UP,17,112.38700,,
2026-06-11 02:30:00,CADJPY,BUY,+6,BUY,UP,19,73,UP,16,115.15400,,
2026-06-11 03:15:00,EURJPY,BUY,+7,STRONG BUY,UP,13,62,UP,28,185.38100,,
2026-06-11 11:00:00,EURUSD,SELL,-7,STRONG SELL,DOWN,13,62,DOWN,19,1.15320,,
2026-06-11 11:00:00,USDCHF,BUY,+7,STRONG BUY,UP,12,42,UP,16,0.80007,,
2026-06-11 12:15:00,GBPUSD,SELL,-7,STRONG SELL,FLAT,12,63,DOWN,24,1.33554,,
2026-06-11 13:15:00,EURCAD,BUY,+7,STRONG BUY,UP,22,44,UP,20,1.61225,,
2026-06-11 15:15:00,NZDUSD,SELL,-7,STRONG SELL,DOWN,33,63,NONE,11,0.57740,,
2026-06-11 19:30:00,GBPCAD,BUY,+6,STRONG BUY,UP,22,78,UP,31,1.86911,,
2026-06-11 23:30:01,EURCAD,BUY,+7,STRONG BUY,UP,33,70,NONE,18,1.61673,,
2026-06-12 00:15:00,GBPCAD,BUY,+8,STRONG BUY,UP,31,74,UP,24,1.87423,,
2026-06-12 02:30:00,AUDUSD,BUY,+6,BUY,UP,29,41,NONE,16,0.70460,,
2026-06-12 06:30:00,AUDJPY,BUY,+6,STRONG BUY,UP,20,59,UP,22,112.84800,,
2026-06-12 06:45:00,AUDUSD,BUY,+8,STRONG BUY,UP,29,47,UP,16,0.70436,,
2026-06-12 06:45:00,EURAUD,SELL,-6,STRONG SELL,DOWN,22,44,DOWN,27,1.64296,,
2026-06-12 11:15:00,GBPCAD,BUY,+8,STRONG BUY,UP,34,52,UP,19,1.87598,,
2026-06-12 11:30:00,AUDJPY,BUY,+7,STRONG BUY,UP,16,73,UP,21,112.84000,,
2026-06-12 11:30:00,EURCAD,BUY,+9,STRONG BUY,UP,30,51,UP,18,1.61944,,
2026-06-12 18:45:00,GBPCAD,BUY,+7,STRONG BUY,UP,27,74,UP,26,1.87459,,
